latitude,longitude,date,year,season,ndvi_anomaly,elevation,slope_degrees,seasonal_precip,lagged_seasonal_precip,seasonal_temp,land_cover_class,spatial_block
27.736341214981,70.8702310806446,2018-01-01,2018,Winter,-0.4800811066669662,130,0.3382146427088459,0.04,4.27,19.715,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-01-17,2018,Winter,-0.26636758176360703,130,0.3382146427088459,0.04,4.27,19.715,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-02-02,2018,Winter,-0.45185479205708856,130,0.3382146427088459,0.04,4.27,19.715,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-02-18,2018,Winter,-0.41959614678865703,130,0.3382146427088459,0.04,4.27,19.715,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-03-06,2018,Spring,-0.40749915481299515,130,0.3382146427088459,0.6,0.05,31.2375,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-03-22,2018,Spring,-0.4639517840327504,130,0.3382146427088459,0.6,0.05,31.2375,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-04-07,2018,Spring,-0.5593836096185272,130,0.3382146427088459,0.6,0.05,31.2375,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-04-23,2018,Spring,-0.6131480183992465,130,0.3382146427088459,0.6,0.05,31.2375,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-05-09,2018,Spring,-0.5822334833503329,130,0.3382146427088459,0.6,0.05,31.2375,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-05-25,2018,Spring,-0.5929863651064767,130,0.3382146427088459,0.6,0.05,31.2375,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-06-10,2018,Summer,-0.7045475133264693,130,0.3382146427088459,4.27,0.6,34.85,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-06-26,2018,Summer,-0.6803535293751455,130,0.3382146427088459,4.27,0.6,34.85,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-07-12,2018,Summer,-0.7569678118876705,130,0.3382146427088459,4.27,0.6,34.85,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-07-28,2018,Summer,-0.7704089140828504,130,0.3382146427088459,4.27,0.6,34.85,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-08-13,2018,Summer,-0.6628800965214118,130,0.3382146427088459,4.27,0.6,34.85,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-08-29,2018,Summer,-0.6239009001553902,130,0.3382146427088459,4.27,0.6,34.85,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-12-03,2018,Winter,-0.5486307278623833,130,0.3382146427088459,2.57,4.390000000000001,17.197499999999998,Bare_Sparse,2
27.736341214981,70.8702310806446,2018-12-19,2018,Winter,-0.4814252168864842,130,0.3382146427088459,2.57,4.390000000000001,17.197499999999998,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-01-01,2019,Winter,-0.6991710724483973,130,0.3382146427088459,2.57,4.390000000000001,17.197499999999998,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-01-17,2019,Winter,-0.6991710724483973,130,0.3382146427088459,2.57,4.390000000000001,17.197499999999998,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-02-02,2019,Winter,-0.6857299702532175,130,0.3382146427088459,2.57,4.390000000000001,17.197499999999998,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-02-18,2019,Winter,-0.6359978921310522,130,0.3382146427088459,2.57,4.390000000000001,17.197499999999998,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-03-06,2019,Spring,-0.574168822033225,130,0.3382146427088459,2.1,1.21,29.5375,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-03-22,2019,Spring,-0.648094884106714,130,0.3382146427088459,2.1,1.21,29.5375,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-04-07,2019,Spring,-0.713956284863095,130,0.3382146427088459,2.1,1.21,29.5375,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-04-23,2019,Spring,-0.7542795914486345,130,0.3382146427088459,2.1,1.21,29.5375,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-05-09,2019,Spring,-0.6937946315703254,130,0.3382146427088459,2.1,1.21,29.5375,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-05-25,2019,Spring,-0.5042750906182899,130,0.3382146427088459,2.1,1.21,29.5375,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-06-10,2019,Summer,-0.2986262270320386,130,0.3382146427088459,4.390000000000001,2.1,35.91,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-06-26,2019,Summer,-0.2233560547390316,130,0.3382146427088459,4.390000000000001,2.1,35.91,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-07-12,2019,Summer,-0.6104597979602104,130,0.3382146427088459,4.390000000000001,2.1,35.91,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-07-28,2019,Summer,-0.47067233513034035,130,0.3382146427088459,4.390000000000001,2.1,35.91,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-08-13,2019,Summer,0.18928578265298887,130,0.3382146427088459,4.390000000000001,2.1,35.91,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-08-29,2019,Summer,0.05353065048167269,130,0.3382146427088459,4.390000000000001,2.1,35.91,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-09-14,2019,Autumn,0.5427867703862181,130,0.3382146427088459,1.21,0.01,34,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-09-30,2019,Autumn,-0.2636793613245711,130,0.3382146427088459,1.21,0.01,34,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-10-16,2019,Autumn,-0.2851851248368588,130,0.3382146427088459,1.21,0.01,34,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-11-01,2019,Autumn,-0.4720164453498583,130,0.3382146427088459,1.21,0.01,34,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-11-17,2019,Autumn,-0.5499748380819013,130,0.3382146427088459,1.21,0.01,34,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-12-03,2019,Winter,-0.3833051708616715,130,0.3382146427088459,0.5800000000000001,7.21,17.68,Bare_Sparse,2
27.736341214981,70.8702310806446,2019-12-19,2019,Winter,-0.2932497861539667,130,0.3382146427088459,0.5800000000000001,7.21,17.68,Bare_Sparse,2
27.736341214981,70.8702310806446,2020-01-01,2020,Winter,-0.6803535293751455,130,0.3382146427088459,0.5800000000000001,7.21,17.68,Bare_Sparse,2
27.736341214981,70.8702310806446,2020-01-17,2020,Winter,-0.5109956417158797,130,0.3382146427088459,0.5800000000000001,7.21,17.68,Bare_Sparse,2
